  114     0.21402    0.38434    0.70954    0.93630    0.93486    0.78095    0.47577    0.36762
  115     0.21402    0.38439    0.70950    0.93631    0.93479    0.78088    0.47575    0.36762
  116     0.21401    0.38516    0.70946    0.93613    0.93476    0.78088    0.47576    0.36762
  117     0.21401    0.38497    0.70959    0.93631    0.93475    0.78095    0.47580    0.36762
  118     0.21401    0.38469    0.70948    0.93607    0.93467    0.78096    0.47577    0.36762
  119     0.21401    0.38415    0.70951    0.93608    0.93468    0.78086    0.47581    0.36762
  120     0.21400    0.38408    0.70941    0.93590    0.93464    0.78078    0.47580    0.36762
  121     0.21400    0.38518    0.70932    0.93612    0.93457    0.78080    0.47581    0.36762
  122     0.21400    0.38450    0.70985    0.93632    0.93468    0.78098    0.47596    0.36762
  123     0.21400    0.38513    0.70946    0.93555    0.93454    0.78080    0.47584    0.36762
  124     0.21399    0.38480    0.70942    0.93555    0.93451    0.78090    0.47583    0.36762
  125     0.21399    0.38415    0.70934    0.93564    0.93447    0.78067    0.47583    0.36761
  126     0.21399    0.38441    0.70947    0.93620    0.93449    0.78087    0.47592    0.36761
